x,y,z,z-max,Material,Nº de Registro,Sond-Quad,Sondagem,Quadrante,Quantia,Observações,Características,Data,Nº de Campo,Sítio,Pesquisa,Nº do saco,Peça Marc.
1445.0,442.0,-88.5,,Cerâmica,TQ/II/00001,SON25-Q3,25,3,6.0,,,1º dia,1.0,Taquarí,,1,X
1904.0,466.0,-77.0,,Cerâmica,TQ/II/00002,SON25-Q4,25,4,2.0,,,1º dia,19.0,Taquarí,,2,X
1465.0,451.0,-91.5,,Cerâmica,TQ/II/00003,SON25-Q3,25,3,1.0,,,1º dia,3.0,Taquarí,,3,X
2447.0,492.0,-83.0,,Cerâmica,TQ/II/00004,SON25-Q5,25,5,1.0,,,1º dia,4.0,Taquarí,,4,X
2437.0,440.0,-76.0,,Cerâmica,TQ/II/00005,SON25-Q5,25,5,1.0,,,1º dia,20.0,Taquarí,,5,X
1474.0,491.0,-94.0,,Cerâmica,TQ/II/00006,SON25-Q3,25,3,1.0,,,1º dia,6.0,Taquarí,,6,X
1472.0,473.0,-92.0,,Cerâmica,TQ/II/00007,SON25-Q3,25,3,1.0,,Borda,1º dia,7.0,Taquarí,,7,X
,,0.0,,Cerâmica,TQ/II/00008,Errada,Errada,Errada,1.0,"Plotagem errada (SON15-Q3 [56, 66, 93.5])",,1º dia,8.0,Taquarí,,8,X
,,0.0,15.0,Cerâmica,TQ/II/00009,SON25-Q3,25,3,1.0,Peneira,,1º dia,10.0,Taquarí,,9,X
1913.0,490.0,-74.0,,Cerâmica,TQ/II/00010,SON25-Q4,25,4,1.0,,,1º dia,11.0,Taquarí,,10,X
1906.0,428.0,-71.0,,Cerâmica,TQ/II/00011,SON25-Q4,25,4,2.0,,,1º dia,12.0,Taquarí,,11,X
,,0.0,,Cerâmica,TQ/II/00012,SON25-Q3,25,3,3.0,"Não consta o valor de x (SON25-Q3 [?, 04, 97])",,1º dia,15.0,Taquarí,,12,X
1450.0,453.0,-91.5,,Cerâmica,TQ/II/00013,SON25-Q3,25,3,2.0,,,1º dia,16.0,Taquarí,,13,X
1931.0,427.0,-80.0,,Cerâmica,TQ/II/00014,SON25-Q4,25,4,3.0,,"Borda, pintura",1º dia,17.0,Taquarí,,14,X
1415.0,427.0,-92.0,,Cerâmica,TQ/II/00015,SON25-Q3,25,3,2.0,,,1º dia,18.0,Taquarí,,15,X
,,0.0,15.0,Cerâmica,TQ/II/00016,SON25-Q3,25,3,2.0,Peneira,,1º dia,,Taquarí,,16,X
,,0.0,15.0,Cerâmica,TQ/II/00017,SON25-Q3,25,3,1.0,Peneira,,1º dia,,Taquarí,,17,X
,,0.0,15.0,Cerâmica,TQ/II/00018,SON25-Q3,25,3,1.0,Peneira,,1º dia,,Taquarí,,18,X
,,0.0,15.0,Cerâmica,TQ/II/00019,SON25-Q4,25,4,2.0,Peneira,"Borda, pintura",1º dia,,Taquarí,,19,X
,,0.0,15.0,Cerâmica,TQ/II/00020,SON25-Q5,25,5,6.0,Peneira,"Borda, pintura",1º dia,,Taquarí,,20,X
,,0.0,,Cerâmica,TQ/II/00021,Errada,Errada,Errada,17.0,Peneira – Plotagem errada (SON15-Q3 [0-15]),"Borda, pintura",1º dia,,Taquarí,,21,X
,,0.0,15.0,Cerâmica,TQ/II/00022,SON25-Q5,25,5,12.0,Peneira,"Borda, pintura",1º dia,,Taquarí,,22,X
,,0.0,,Cerâmica,TQ/II/00023,Errada,Errada,Errada,1.0,Solta no container,,1º dia,,Taquarí,,23,X
1495.0,487.0,-150.0,,Cerâmica,TQ/II/00024,SON25-Q3,25,3,1.0,,,2º dia,21.0,Taquarí,,24,X
2440.0,423.0,-78.0,,Cerâmica,TQ/II/00025,SON25-Q5,25,5,1.0,,,2º dia,23.0,Taquarí,,25,X
1947.0,422.0,-92.0,,Cerâmica,TQ/II/00026,SON25-Q4,25,4,6.0,,,2º dia,24.0,Taquarí,,26,X
2478.0,450.0,-77.0,,Cerâmica,TQ/II/00027,SON25-Q5,25,5,1.0,,"Borda, pintura",2º dia,25.0,Taquarí,,27,X
1496.0,490.0,-106.0,,Cerâmica,TQ/II/00028,SON25-Q3,25,3,1.0,,,2º dia,26.0,Taquarí,,28,X
2486.0,420.0,-81.0,,Cerâmica,TQ/II/00029,SON25-Q5,25,5,1.0,,,2º dia,27.0,Taquarí,,29,X
1972.0,460.0,-95.0,,Cerâmica,TQ/II/00030,SON25-Q4,25,4,1.0,,,2º dia,28.0,Taquarí,,30,X
911.0,296.0,-105.0,,Cerâmica,TQ/II/00031,SON15-Q2,15,2,1.0,,"Borda, pintura",2º dia,29.0,Taquarí,,31/32,X
918.0,211.0,-93.0,,Cerâmica,TQ/II/00032,SON15-Q2,15,2,1.0,,,2º dia,30.0,Taquarí,,33,X
440.0,60.0,-93.0,,Cerâmica,TQ/II/00033,SON5-Q1,5,1,1.0,,,2º dia,32.0,Taquarí,,34,X
438.0,30.0,-88.0,,Cerâmica,TQ/II/00034,SON5-Q1,5,1,1.0,,,2º dia,33.0,Taquarí,,35,X
28.0,225.0,-132.0,,Cerâmica,TQ/II/00035,SON11-Q1,11,1,1.0,,,2º dia,34.0,Taquarí,,36,X
980.0,280.0,-100.0,,Cerâmica,TQ/II/00036,SON15-Q2,15,2,7.0,,"Borda, pintura",2º dia,35.0,Taquarí,,37/38,X
419.0,28.0,-87.0,,Cerâmica,TQ/II/00037,SON5-Q1,5,1,1.0,,Borda,2º dia,36.0,Taquarí,,39,X
950.0,277.0,-96.0,,Cerâmica,TQ/II/00038,SON15-Q2,15,2,1.0,,,2º dia,37.0,Taquarí,,40,X
939.0,269.0,-95.0,,Cerâmica,TQ/II/00039,SON15-Q2,15,2,2.0,,,2º dia,39.0,Taquarí,,41,X
20.0,290.0,-135.0,,Cerâmica,TQ/II/00040,SON11-Q1,11,1,3.0,,Borda,2º dia,40.0,Taquarí,,42,X
435.0,55.0,-83.0,,Cerâmica,TQ/II/00041,SON5-Q1,5,1,1.0,,,2º dia,41.0,Taquarí,,43,X
447.0,82.0,-83.0,,Cerâmica,TQ/II/00042,SON5-Q1,5,1,3.0,,,2º dia,42.0,Taquarí,,44,X
478.0,72.0,-83.0,,Cerâmica,TQ/II/00043,SON5-Q1,5,1,1.0,,,2º dia,43.0,Taquarí,,45,X
26.0,248.0,-123.0,,Cerâmica,TQ/II/00044,SON11-Q1,11,1,1.0,,"Borda, pintura",2º dia,44.0,Taquarí,,46,X
34.0,230.0,-126.0,,Cerâmica,TQ/II/00045,SON11-Q1,11,1,1.0,,,2º dia,45.0,Taquarí,,47,X
19.0,262.0,-130.0,,Cerâmica,TQ/II/00046,SON11-Q1,11,1,1.0,,,2º dia,48.0,Taquarí,,48,X
46.0,250.0,-135.0,,Cerâmica,TQ/II/00047,SON11-Q1,11,1,1.0,,,2º dia,49.0,Taquarí,,49,X
50.0,254.0,-135.0,,Cerâmica,TQ/II/00048,SON11-Q1,11,1,1.0,,,2º dia,50.0,Taquarí,,50,X
4.0,210.0,-136.0,,Cerâmica,TQ/II/00049,SON11-Q1,11,1,2.0,,,2º dia,51.0,Taquarí,,51,X
,,-10.0,20.0,Cerâmica,TQ/II/00050 ,SON25-Q4,25,4,2.0,Peneira,,4º dia,,Taquarí,,52,X
9.0,222.0,-132.0,,Cerâmica,TQ/II/00051,SON11-Q1,11,1,1.0,,,2º dia,53.0,Taquarí,,53,X
2.0,202.0,-133.0,,Cerâmica,TQ/II/00052,SON11-Q1,11,1,1.0,,Borda,2º dia,54.0,Taquarí,,54,X
,,0.0,,Cerâmica,TQ/II/00053,Errada,Errada,Errada,9.0,Sem sondagem,"Borda, fundo",4º dia,,Taquarí,,55,X
26.0,270.0,-128.0,,Cerâmica,TQ/II/00054,SON11-Q1,11,1,1.0,,,2º dia,56.0,Taquarí,,56,X
34.0,291.0,-132.0,,Cerâmica,TQ/II/00055,SON11-Q1,11,1,1.0,,,2º dia,57.0,Taquarí,,57,X
31.0,292.0,-131.0,,Cerâmica,TQ/II/00056,SON11-Q1,11,1,44.0,,,2º dia,58.0,Taquarí,,58,X
981.0,268.0,-104.0,,Cerâmica,TQ/II/00057,SON15-Q2,15,2,1.0,,,2º dia,59.0,Taquarí,,59,X
981.0,237.0,-140.0,,Cerâmica,TQ/II/00058,SON15-Q2,15,2,1.0,,,2º dia,60.0,Taquarí,,60,X
978.0,228.0,-160.0,,Cerâmica,TQ/II/00059,SON15-Q2,15,2,4.0,,Borda,2º dia,61.0,Taquarí,,61,X
957.0,221.0,-150.0,,Cerâmica,TQ/II/00060,SON15-Q2,15,2,5.0,,,2º dia,62.0,Taquarí,,62,X
937.0,231.0,-140.0,,Cerâmica,TQ/II/00061,SON15-Q2,15,2,10.0,,,2º dia,64.0,Taquarí,,63/64,X
922.0,281.0,-160.0,,Cerâmica,TQ/II/00062,SON15-Q2,15,2,1.0,,,2º dia,67.0,Taquarí,,65,X
905.0,222.0,-130.0,,Cerâmica,TQ/II/00063,SON15-Q2,15,2,1.0,,,2º dia,68.0,Taquarí,,66,X
948.0,268.0,-104.0,,Cerâmica,TQ/II/00064,SON15-Q2,15,2,1.0,,"Borda, pintura",2º dia,70.0,Taquarí,,67,X
944.0,259.0,-105.0,,Cerâmica,TQ/II/00065,SON15-Q2,15,2,1.0,,,2º dia,72.0,Taquarí,,68,X
940.0,295.0,-107.0,,Cerâmica,TQ/II/00066,SON15-Q2,15,2,1.0,,,2º dia,74.0,Taquarí,,69,X
436.0,44.0,-90.0,,Cerâmica,TQ/II/00067,SON5-Q1,5,1,1.0,,Borda,2º dia,75.0,Taquarí,,70,X
477.0,84.0,-83.0,,Cerâmica,TQ/II/00068,SON5-Q1,5,1,1.0,,,2º dia,77.0,Taquarí,,71,X
465.0,280.0,-108.0,,Cerâmica,TQ/II/00069,SON15-Q1,15,1,3.0,,"Borda, pintura",2º dia,79.0,Taquarí,,72,X
428.0,259.0,-111.0,,Cerâmica,TQ/II/00070,SON15-Q1,15,1,5.0,,"Borda, pintura",2º dia,80.0,Taquarí,,73,X
940.0,272.0,-98.0,,Cerâmica,TQ/II/00071,SON15-Q2,15,2,1.0,,,2º dia,82.0,Taquarí,,74,X
490.0,220.0,-112.0,,Cerâmica,TQ/II/00072,SON15-Q1,15,1,1.0,,,2º dia,83.0,Taquarí,,75,X
483.0,211.0,-105.0,,Cerâmica,TQ/II/00073,SON15-Q1,15,1,1.0,,,2º dia,84.0,Taquarí,,76,X
471.0,220.0,-104.0,,Cerâmica,TQ/II/00074,SON15-Q1,15,1,1.0,,,2º dia,85.0,Taquarí,,77,X
454.0,278.0,-105.0,,Cerâmica,TQ/II/00075,SON15-Q1,15,1,16.0,,Borda,2º dia,87.0,Taquarí,,78,X
950.0,278.0,-102.0,,Cerâmica,TQ/II/00076,SON15-Q2,15,2,5.0,,"Borda, pintura",2º dia,88.0,Taquarí,,79,X
960.0,263.0,-109.0,,Cerâmica,TQ/II/00077,SON15-Q2,15,2,1.0,,"Borda, pintura",2º dia,89.0,Taquarí,,80,X
950.0,252.0,-99.0,,Cerâmica,TQ/II/00078,SON15-Q2,15,2,2.0,,,2º dia,90.0,Taquarí,,81,X
446.0,69.0,-105.0,,Cerâmica,TQ/II/00079,SON5-Q1,5,1,1.0,,Borda,2º dia,91.0,Taquarí,,82,X
469.0,73.0,-89.0,,Cerâmica,TQ/II/00080,SON5-Q1,5,1,1.0,,,2º dia,92.0,Taquarí,,83,X
475.0,73.0,-90.0,,Cerâmica,TQ/II/00081,SON5-Q1,5,1,1.0,,,2º dia,93.0,Taquarí,,84,X
477.0,53.0,-93.0,,Cerâmica,TQ/II/00082,SON5-Q1,5,1,1.0,,"Borda, pintura",2º dia,94.0,Taquarí,,85,X
457.0,285.0,-121.0,,Cerâmica,TQ/II/00083,SON15-Q1,15,1,1.0,,,2º dia,96.0,Taquarí,,86,X
478.0,286.0,-121.0,,Cerâmica,TQ/II/00084,SON15-Q1,15,1,1.0,,,2º dia,97.0,Taquarí,,87,X
448.0,243.0,-117.0,,Cerâmica,TQ/II/00085,SON15-Q1,15,1,2.0,,,2º dia,98.0,Taquarí,,88,X
452.0,213.0,-120.0,,Cerâmica,TQ/II/00086,SON15-Q1,15,1,1.0,,"Borda, pintura",2º dia,99.0,Taquarí,,89,X
460.0,217.0,-121.0,,Cerâmica,TQ/II/00087,SON15-Q1,15,1,1.0,,,2º dia,100.0,Taquarí,,90,X
59.0,235.0,-135.0,,Cerâmica,TQ/II/00088,SON11-Q1,11,1,1.0,,,2º dia,101.0,Taquarí,,91,X
55.0,227.0,-138.0,,Cerâmica,TQ/II/00089,SON11-Q1,11,1,1.0,,Borda,2º dia,102.0,Taquarí,,92,X
,,0.0,15.0,Cerâmica,TQ/II/00090,SON15-Q2,15,2,7.0,Peneira,,3º dia,,Taquarí,,93,X
,,0.0,15.0,Cerâmica,TQ/II/00091,SON15-Q2,15,2,13.0,Peneira,,3º dia,,Taquarí,,94,X
,,0.0,15.0,Cerâmica,TQ/II/00092,SON15-Q2,15,2,4.0,Peneira,"Borda, pintura",3º dia,,Taquarí,,95,X
,,0.0,15.0,Cerâmica,TQ/II/00093,SON15-Q2,15,2,21.0,Peneira,"Borda, pintura",3º dia,,Taquarí,,96,X
,,-15.0,30.0,Cerâmica,TQ/II/00094,SON25-Q4,25,4,15.0,Peneira,Borda,3º dia,,Taquarí,,97,X
,,-15.0,30.0,Cerâmica,TQ/II/00095,SON5-Q1,5,1,2.0,Peneira,,3º dia,,Taquarí,,98,X
,,-15.0,30.0,Cerâmica,TQ/II/00096,SON25-Q4,25,4,4.0,Peneira,,3º dia,,Taquarí,,99,X
,,-15.0,30.0,Cerâmica,TQ/II/00097,SON25-Q3,25,3,27.0,Peneira,"Borda, pintura",3º dia,,Taquarí,,100/101,X
,,-15.0,30.0,Cerâmica,TQ/II/00098,SON5-Q1,5,1,5.0,Peneira,,3º dia,,Taquarí,,102,X
,,-15.0,30.0,Cerâmica,TQ/II/00099,SON15-Q1,15,1,7.0,Peneira,Borda,3º dia,,Taquarí,,103,X
,,-15.0,30.0,Cerâmica,TQ/II/00100,SON5-Q1,5,1,4.0,Peneira,Borda,3º dia,,Taquarí,,104,X
,,-10.0,20.0,Cerâmica,TQ/II/00101,SON25-Q5,25,5,12.0,Peneira,Borda,3º dia,,Taquarí,,105,X
,,-20.0,30.0,Cerâmica,TQ/II/00102,SON5-Q1,5,1,3.0,Peneira,,3º dia,,Taquarí,,106,X
,,-20.0,30.0,Cerâmica,TQ/II/00103,SON25-Q4,25,4,2.0,Peneira,,3º dia,,Taquarí,,107,X
,,-30.0,40.0,Cerâmica,TQ/II/00104,SON25-Q3,25,3,8.0,Peneira,Borda,3º dia,,Taquarí,,108,X
,,-30.0,40.0,Cerâmica,TQ/II/00105,SON5-Q1,5,1,11.0,Peneira,Borda,3º dia,,Taquarí,,109,X
,,-30.0,45.0,Cerâmica,TQ/II/00106,SON25-Q4,25,4,2.0,Peneira,,3º dia,,Taquarí,,110,X
,,-30.0,45.0,Cerâmica,TQ/II/00107,SON25-Q4,25,4,3.0,Peneira,Borda,3º dia,,Taquarí,,111,X
,,-30.0,45.0,Cerâmica,TQ/II/00108,SON25-Q5,25,5,1.0,Peneira,,3º dia,,Taquarí,,112,X
,,-30.0,45.0,Cerâmica,TQ/II/00109,SON25-Q4,25,4,1.0,Peneira,,3º dia,,Taquarí,,113,X
,,-30.0,45.0,Cerâmica,TQ/II/00110,SON25-Q3,25,3,13.0,Peneira,Borda,3º dia,,Taquarí,,114,X
,,-30.0,45.0,Cerâmica,TQ/II/00111,SON25-Q3,25,3,18.0,Peneira,Borda,3º dia,,Taquarí,,115,X
,,-45.0,50.0,Cerâmica,TQ/II/00112,SON11-Q1,11,1,1.0,Peneira,,3º dia,,Taquarí,,116,X
,,-45.0,60.0,Cerâmica,TQ/II/00113,SON11-Q1,11,1,1.0,Peneira,,3º dia,,Taquarí,,117,X
,,-50.0,60.0,Cerâmica,TQ/II/00114,SON11-Q1,11,1,18.0,Peneira,Borda,3º dia,,Taquarí,,118,X
,,-45.0,60.0,Cerâmica,TQ/II/00115,SON11-Q1,11,1,1.0,Peneira,,3º dia,,Taquarí,,119,X
,,-50.0,60.0,Cerâmica,TQ/II/00116,SON11-Q1,11,1,6.0,Peneira,,3º dia,,Taquarí,,120,X
,,-60.0,60.0,Cerâmica,TQ/II/00117,SON11-Q1,11,1,2.0,Peneira,,3º dia,,Taquarí,,121,X
,,-60.0,60.0,Cerâmica,TQ/II/00118,SON11-Q1,11,1,4.0,Peneira,"Borda, pintura",3º dia,,Taquarí,,122,X
,,0.0,,Cerâmica,TQ/II/00119,SON25-Q4,25,4,4.0,Peneira sem profundidade,,3º dia,,Taquarí,,123,X
,,0.0,,Cerâmica,TQ/II/00120,Poste,XXXXXXX,XXXXXXX,23.0,Sondagem poste,"Borda, pintura",3º dia,,Taquarí,,124,X
30.0,297.0,-129.0,,Cerâmica,TQ/II/00121,SON11-Q1,11,1,1.0,,"Borda grande, grafismo",3º dia,,Taquarí,,125,X
977.0,238.0,-88.0,,Cerâmica,TQ/II/00122,SON15-Q2,15,2,2.0,,,4º dia,104.0,Taquarí,,126,X
952.0,257.0,-94.0,,Cerâmica,TQ/II/00123,SON15-Q2,15,2,1.0,,,4º dia,105.0,Taquarí,,127,X
977.0,210.0,-94.0,,Cerâmica,TQ/II/00124,SON15-Q2,15,2,1.0,,,4º dia,106.0,Taquarí,,128,X
956.0,230.0,-97.0,,Cerâmica,TQ/II/00125,SON15-Q2,15,2,2.0,,,4º dia,107.0,Taquarí,,129,X
4.0,294.0,-130.0,,Cerâmica,TQ/II/00126,SON11-Q1,11,1,4.0,,Borda,4º dia,108.0,Taquarí,,130,X
987.0,244.0,-110.0,,Cerâmica,TQ/II/00127,SON15-Q2,15,2,3.0,,,4º dia,109.0,Taquarí,,131,X
426.0,215.0,-124.0,,Cerâmica,TQ/II/00128,SON15-Q1,15,1,4.0,,,4º dia,112.0,Taquarí,,132,X
430.0,270.0,-124.0,,Cerâmica,TQ/II/00129,SON15-Q1,15,1,7.0,,,4º dia,113.0,Taquarí,,133/134,X
985.0,204.0,-100.0,,Cerâmica,TQ/II/00130,SON15-Q2,15,2,1.0,,,4º dia,114.0,Taquarí,,135,X
955.0,206.0,-100.0,,Cerâmica,TQ/II/00131,SON15-Q2,15,2,3.0,,"Borda, pintura",4º dia,115.0,Taquarí,,136,X
20.0,286.0,-129.0,,Cerâmica,TQ/II/00132,SON11-Q1,11,1,1.0,,,4º dia,116.0,Taquarí,,137,X
487.0,237.0,-124.0,,Cerâmica,TQ/II/00133,SON15-Q1,15,1,3.0,,,4º dia,117.0,Taquarí,,138,X
477.0,259.0,-124.0,,Cerâmica,TQ/II/00134,SON15-Q1,15,1,1.0,,,4º dia,118.0,Taquarí,,139,X
487.0,288.0,-125.0,,Cerâmica,TQ/II/00135,SON15-Q1,15,1,15.0,,,4º dia,120.0,Taquarí,,140,X
937.0,278.0,-102.0,,Cerâmica,TQ/II/00136,SON15-Q2,15,2,2.0,,,4º dia,121.0,Taquarí,,141,X
485.0,275.0,-122.0,,Cerâmica,TQ/II/00137,SON15-Q1,15,1,11.0,,"Borda, pintura, grafismo",4º dia,125.0,Taquarí,,142,X
955.0,271.0,-101.0,,Cerâmica,TQ/II/00138,SON15-Q2,15,2,1.0,,,4º dia,126.0,Taquarí,,143,X
486.0,23.0,-95.0,,Cerâmica,TQ/II/00139,SON5-Q1,5,1,2.0,,,4º dia,127.0,Taquarí,,144,X
482.0,36.0,-98.0,,Cerâmica,TQ/II/00140,SON5-Q1,5,1,1.0,,,4º dia,128.0,Taquarí,,145,X
464.0,30.0,-99.0,,Cerâmica,TQ/II/00141,SON5-Q1,5,1,2.0,,,4º dia,129.0,Taquarí,,146,X
457.0,49.0,-94.0,,Cerâmica,TQ/II/00142,SON5-Q1,5,1,1.0,,,4º dia,131.0,Taquarí,,147,X
450.0,34.0,-96.0,,Cerâmica,TQ/II/00143,SON5-Q1,5,1,2.0,,,4º dia,132.0,Taquarí,,148,X
430.0,44.0,-88.0,,Cerâmica,TQ/II/00144,SON5-Q1,5,1,1.0,,,4º dia,133.0,Taquarí,,149,X
433.0,46.0,-86.0,,Cerâmica,TQ/II/00145,SON5-Q1,5,1,2.0,,,4º dia,134.0,Taquarí,,150,X
435.0,80.0,-90.0,,Cerâmica,TQ/II/00146,SON5-Q1,5,1,4.0,,Borda,4º dia,135.0,Taquarí,,151,X
425.0,80.0,-87.0,,Cerâmica,TQ/II/00147,SON5-Q1,5,1,7.0,,"Borda, pintura",4º dia,136.0,Taquarí,,152,X
468.0,76.0,-98.0,,Cerâmica,TQ/II/00148,SON5-Q1,5,1,11.0,,"Borda, pintura",4º dia,137.0,Taquarí,,153,X
481.0,82.0,-83.0,,Cerâmica,TQ/II/00149,SON5-Q1,5,1,4.0,,,4º dia,138.0,Taquarí,,154,X
489.0,76.0,-100.0,,Cerâmica,TQ/II/00150,SON5-Q1,5,1,2.0,,,4º dia,141.0,Taquarí,,155,X
489.0,76.0,-100.0,,Cerâmica,TQ/II/00151,SON5-Q1,5,1,4.0,,,4º dia,142.0,Taquarí,,156,X
420.0,44.0,-90.0,,Cerâmica,TQ/II/00152,SON5-Q1,5,1,2.0,,,4º dia,143.0,Taquarí,,157,X
,,-15.0,30.0,Cerâmica,TQ/II/00153,SON15-Q2,15,2,7.0,Peneira,"Borda, pintura",4º dia,,Taquarí,,158,X
,,-15.0,30.0,Cerâmica,TQ/II/00154,SON15-Q2,15,2,14.0,Peneira,Borda,4º dia,,Taquarí,,159,X
,,-50.0,60.0,Cerâmica,TQ/II/00155,SON11-Q1,11,1,12.0,Peneira,,4º dia,,Taquarí,,160,X
,,-15.0,30.0,Cerâmica,TQ/II/00156,SON15-Q1,15,1,3.0,Peneira,,4º dia,,Taquarí,,161,X
,,0.0,,Cerâmica,TQ/II/00157,Superficial,Superficial,Superficial,8.0,Coleta superficial,"Borda, pintura",4º dia,,Taquarí,,162,X
489.0,127.0,-79.0,,Cerâmica,TQ/II/00158,SON10-Q1,10,1,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
955.0,403.0,-94.0,,Cerâmica,TQ/II/00159,SON25-Q2?,25,2,2.0,,,2017-12-01 00:00:00,,Taquarí,,,
680.0,265.0,-91.0,,Cerâmica,TQ/II/00160,SON12-Q2,12,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
431.0,58.0,-90.0,,Cerâmica,TQ/II/00161,SON5-Q1,5,1,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
757.0,242.0,-91.0,,Cerâmica,TQ/II/00162,SON13-Q2,13,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
700.0,215.0,-100.0,,Cerâmica,TQ/II/00163,SON13-Q2,13,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
784.0,223.0,-92.0,,Cerâmica,TQ/II/00164,SON13-Q2,13,2,2.0,Estava junto com os ossos,,2017-12-01 00:00:00,,Taquarí,,,
,,-70.0,80.0,Cerâmica,TQ/II/00165,SON10-Q1,10,1,1.0,Peneira,,2017-12-01 00:00:00,,Taquarí,,,
737.0,223.0,-93.0,,Cerâmica,TQ/II/00166,SON13-Q2,13,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
788.0,217.0,-90.0,,Cerâmica,TQ/II/00167,SON13-Q2,13,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
770.0,210.0,-105.0,,Cerâmica,TQ/II/00168,SON13-Q2,13,2,2.0,,,2017-12-01 00:00:00,,Taquarí,,,
863.0,217.0,-104.0,,Cerâmica,TQ/II/00169,SON14-Q2,14,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
488.0,141.0,-93.0,,Cerâmica,TQ/II/00170,SON10-Q1,10,1,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
798.0,205.0,-91.0,,Cerâmica,TQ/II/00171,SON13-Q2,13,2,3.0,,,2017-12-01 00:00:00,,Taquarí,,,
742.0,210.0,-102.0,,Cerâmica,TQ/II/00172,SON13-Q2,13,2,2.0,,,2017-12-01 00:00:00,,Taquarí,,,
870.0,283.0,-98.0,,Cerâmica,TQ/II/00173,SON14-Q2,14,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
799.0,262.0,-88.0,,Cerâmica,TQ/II/00174,SON13-Q2,13,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
474.0,100.0,-80.0,,Cerâmica,TQ/II/00175,SON10-Q1,10,1,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
870.0,245.0,-98.0,,Cerâmica,TQ/II/00176,SON14-Q2,14,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
476.0,110.0,-89.0,,Cerâmica,TQ/II/00177,SON10-Q1,10,1,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
740.0,260.0,-109.0,,Cerâmica,TQ/II/00178,SON13-Q2,13,2,2.0,,,2017-12-01 00:00:00,,Taquarí,,,
799.0,270.0,-104.0,,Cerâmica,TQ/II/00179,SON13-Q2,13,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
764.0,240.0,-95.0,,Cerâmica,TQ/II/00180,SON13-Q2,13,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
777.0,200.0,-98.0,,Cerâmica,TQ/II/00181,SON13-Q2,13,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
499.0,161.0,-94.0,,Cerâmica,TQ/II/00182,SON10-Q1,10,1,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
470.0,129.0,-84.0,,Cerâmica,TQ/II/00183,SON10-Q1,10,1,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
444.0,195.0,-84.0,,Cerâmica,TQ/II/00184,SON10-Q1,10,1,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
664.0,269.0,-100.0,,Cerâmica,TQ/II/00185,SON12-Q2,12,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
400.0,89.0,-89.0,,Cerâmica,TQ/II/00186,SON5-Q1,5,1,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
400.0,194.0,-92.0,,Cerâmica,TQ/II/00187,SON10-Q1,10,1,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
755.0,228.0,-101.0,,Cerâmica,TQ/II/00188,SON13-Q2,13,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
443.0,77.0,-90.0,,Cerâmica,TQ/II/00189,SON5-Q1,5,1,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
860.0,270.0,-103.0,,Cerâmica,TQ/II/00190,SON14-Q2,14,2,4.0,,,2017-12-01 00:00:00,,Taquarí,,,
470.0,194.0,-101.0,,Cerâmica,TQ/II/00191,SON10-Q1,10,1,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
454.0,203.0,-116.0,,Cerâmica,TQ/II/00192,SON15-Q1,15,1,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
727.0,270.0,-103.0,,Cerâmica,TQ/II/00193,SON13-Q2,13,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
849.0,230.0,-104.0,,Cerâmica,TQ/II/00194,SON14-Q2,14,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
940.0,277.0,-108.0,,Cerâmica,TQ/II/00195,SON15-Q2,15,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
973.0,205.0,-104.0,,Cerâmica,TQ/II/00196,SON15-Q2,15,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
713.0,230.0,-109.0,,Cerâmica,TQ/II/00197,SON13-Q2,13,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
800.0,209.0,-78.0,,Cerâmica,TQ/II/00198,SON13-Q2,13,2,1.0,,,2017-12-01 00:00:00,,Taquarí,,,
